imdb_id,month,country,platform,streams,total_minutes
tt0439572,2025-05-01,Mexico,Amazon,37.0,4344.0
tt0439572,2025-06-01,Argentina,Amazon,4.0,633.0
tt0439572,2025-06-01,Brazil,Amazon,18.0,2040.0
tt0439572,2025-06-01,Colombia,Amazon,126.0,15272.0
tt0439572,2025-06-01,Colombia,HBO Max,17.0,2449.0
tt0439572,2025-06-01,Mexico,Amazon,190.0,28018.0
tt0439572,2025-07-01,Brazil,Amazon,159.0,23023.0
tt0439572,2025-07-01,Colombia,Amazon,247.0,26933.0
tt0439572,2025-07-01,Mexico,Amazon,4.0,611.0
tt0439572,2025-08-01,Brazil,Amazon,19.0,2880.0
tt0439572,2025-08-01,Colombia,Amazon,9.0,1434.0
tt0439572,2025-08-01,Colombia,HBO Max,100.0,14482.0
tt0439572,2025-08-01,Mexico,Amazon,10.0,1746.0
tt0439572,2025-09-01,Brazil,Amazon,892.0,114311.0
tt0439572,2025-09-01,Colombia,Amazon,56.0,7908.0
tt0439572,2025-09-01,Mexico,Amazon,70.0,10426.0
tt0439572,2025-10-01,Brazil,Amazon,73.0,10540.0
tt0439572,2025-10-01,Mexico,Amazon,66.0,1177.0
tt0439572,2025-11-01,Mexico,Amazon,82.0,5526.0
tt0439572,2025-12-01,Mexico,Amazon,1.0,132.0
tt0439572,2026-01-01,Brazil,Amazon,9.0,1299.0
tt0439572,2026-01-01,Brazil,HBO Max,73.0,6150.0
tt0439572,2026-01-01,Colombia,HBO Max,3.0,476.0
tt0439572,2026-01-01,Mexico,HBO Max,3.0,319.0
tt0439572,2026-02-01,Argentina,HBO Max,23.0,3326.0
tt0439572,2026-02-01,Brazil,Amazon,8.0,1236.0
tt0439572,2026-02-01,Brazil,HBO Max,53.0,7086.0
tt0439572,2026-02-01,Colombia,HBO Max,3.0,490.0
tt0439572,2026-02-01,Mexico,HBO Max,32.0,1944.0
tt0439572,2026-03-01,Brazil,Amazon,142.0,16993.0
tt0439572,2026-03-01,Brazil,HBO Max,33.0,639.0
tt0439572,2026-03-01,Colombia,HBO Max,17.0,760.0
tt0439572,2026-03-01,Mexico,Amazon,11.0,1572.0
tt0439572,2026-03-01,Mexico,HBO Max,5.0,804.0
tt0439572,2026-04-01,Brazil,Amazon,43.0,6343.0
tt0439572,2026-04-01,Brazil,HBO Max,42.0,856.0
tt0439572,2026-04-01,Colombia,HBO Max,2.0,418.0
tt0439572,2026-05-01,Brazil,Amazon,11.0,1634.0
tt0439572,2026-05-01,Brazil,HBO Max,4.0,131.0
tt0439572,2026-05-01,Colombia,HBO Max,13.0,1927.0
tt0439572,2026-05-01,Mexico,Amazon,20.0,2904.0
tt0439572,2026-05-01,Mexico,HBO Max,14.0,1866.0
tt0439572,2026-06-01,Brazil,Amazon,29.0,4186.0
tt0439572,2026-06-01,Brazil,HBO Max,45.0,2343.0
tt0439572,2026-06-01,Colombia,HBO Max,9.0,1490.0
tt0439572,2026-06-01,Mexico,Amazon,32.0,4720.0
tt0439572,2026-06-01,Mexico,HBO Max,31.0,4125.0
tt0498396,2025-10-01,Argentina,Netflix,304.0,14899.0
tt0498396,2025-10-01,Brazil,Netflix,3601.0,204453.0
tt0498396,2025-10-01,Colombia,Netflix,290.0,22428.0
tt0498396,2025-10-01,Mexico,Netflix,650.0,41758.0
tt0498396,2025-11-01,Argentina,Netflix,115.0,8713.0
tt0498396,2025-11-01,Brazil,Netflix,311.0,24927.0
tt0498396,2025-11-01,Colombia,Netflix,86.0,5285.0
tt0498396,2025-11-01,Mexico,Netflix,18.0,2219.0
tt0498396,2025-12-01,Brazil,Netflix,26.0,1805.0
tt0498396,2025-12-01,Colombia,Netflix,18.0,1117.0
tt0498396,2025-12-01,Mexico,Netflix,3.0,341.0
tt0498396,2026-01-01,Argentina,Netflix,28.0,1630.0
tt0498396,2026-01-01,Brazil,Netflix,134.0,9532.0
tt0498396,2026-01-01,Mexico,Netflix,7.0,688.0
tt0498396,2026-02-01,Argentina,Netflix,14.0,749.0
tt0498396,2026-02-01,Brazil,Netflix,145.0,7785.0
tt0498396,2026-02-01,Colombia,Netflix,16.0,968.0
tt0498396,2026-02-01,Mexico,Netflix,79.0,6675.0
tt0498396,2026-03-01,Argentina,Netflix,22.0,2111.0
tt0498396,2026-03-01,Brazil,Netflix,42.0,2407.0
tt0498396,2026-03-01,Colombia,Netflix,33.0,1485.0
tt0498396,2026-03-01,Mexico,Netflix,38.0,1870.0
tt0498396,2026-04-01,Argentina,Netflix,8.0,418.0
tt0498396,2026-04-01,Brazil,Netflix,29.0,2736.0
tt0498396,2026-04-01,Colombia,Netflix,8.0,758.0
tt0498396,2026-04-01,Mexico,Netflix,38.0,2851.0
tt0498396,2026-05-01,Argentina,Netflix,14.0,476.0
tt0498396,2026-05-01,Brazil,Netflix,51.0,2068.0
tt0498396,2026-05-01,Colombia,Netflix,18.0,2192.0
tt0498396,2026-05-01,Mexico,Netflix,47.0,3934.0
tt0498396,2026-06-01,Brazil,Netflix,16.0,865.0
tt0498396,2026-06-01,Colombia,Netflix,12.0,894.0
tt0498396,2026-06-01,Mexico,Netflix,4.0,402.0
tt0899043,2025-07-01,Brazil,Disney+,253.0,22859.0
tt0899043,2025-07-01,Colombia,Disney+,177.0,819.0
tt0899043,2025-07-01,Mexico,Disney+,162.0,16808.0
tt0899043,2025-08-01,Brazil,Disney+,209.0,14674.0
tt0899043,2025-08-01,Colombia,Disney+,15.0,414.0
tt0899043,2025-08-01,Mexico,Disney+,21.0,457.0
tt0899043,2025-09-01,Colombia,Disney+,1.0,86.0
tt0899043,2025-09-01,Mexico,Disney+,102.0,9747.0
tt0899043,2025-10-01,Brazil,Disney+,0.0,2.0
tt0899043,2025-10-01,Colombia,Disney+,11.0,43.0
tt0899043,2025-11-01,Brazil,Disney+,0.0,40.0
tt0899043,2025-11-01,Colombia,Disney+,35.0,3135.0
tt0899043,2025-11-01,Mexico,Disney+,0.0,87.0
tt0899043,2025-12-01,Colombia,Disney+,8.0,164.0
tt0899043,2025-12-01,Mexico,Disney+,49.0,4092.0
tt0899043,2026-01-01,Argentina,Disney+,35.0,536.0
tt0899043,2026-01-01,Brazil,Disney+,549.0,62142.0
tt0899043,2026-01-01,Colombia,Disney+,38.0,2814.0
tt0899043,2026-01-01,Mexico,Disney+,148.0,12347.0
tt0899043,2026-02-01,Argentina,Disney+,33.0,205.0
tt0899043,2026-02-01,Brazil,Disney+,246.0,22422.0
tt0899043,2026-02-01,Colombia,Disney+,20.0,2542.0
tt0899043,2026-02-01,Mexico,Disney+,184.0,8276.0
tt0899043,2026-03-01,Argentina,Disney+,59.0,5007.0
tt0899043,2026-03-01,Colombia,Disney+,14.0,1257.0
tt0899043,2026-04-01,Argentina,Disney+,84.0,10120.0
tt0899043,2026-04-01,Brazil,Disney+,121.0,13862.0
tt0899043,2026-04-01,Colombia,Disney+,58.0,5923.0
tt0899043,2026-04-01,Mexico,Disney+,12.0,1545.0
tt0899043,2026-05-01,Argentina,Disney+,69.0,6800.0
tt0899043,2026-05-01,Brazil,Disney+,11.0,1428.0
tt0899043,2026-05-01,Colombia,Disney+,54.0,1432.0
tt0899043,2026-05-01,Mexico,Disney+,177.0,16658.0
tt0899043,2026-06-01,Argentina,Disney+,66.0,4085.0
tt0899043,2026-06-01,Brazil,Disney+,364.0,1350.0
tt0899043,2026-06-01,Colombia,Disney+,106.0,9397.0
tt0899043,2026-06-01,Mexico,Disney+,128.0,14644.0
tt1001520,2023-12-01,Brazil,Amazon,0.0,0.0
tt1001520,2024-03-01,Brazil,Amazon,862.0,76018.0
tt1001520,2024-04-01,Argentina,HBO Max,145.0,13699.0
tt1001520,2024-04-01,Brazil,Amazon,482.0,41283.0
tt1001520,2024-04-01,Colombia,Amazon,11.0,839.0
tt1001520,2024-04-01,Colombia,HBO Max,239.0,24032.0
tt1001520,2024-04-01,Mexico,HBO Max,683.0,58624.0
tt1001520,2024-05-01,Argentina,HBO Max,88.0,9900.0
tt1001520,2024-05-01,Brazil,Amazon,104.0,8114.0
tt1001520,2024-05-01,Colombia,HBO Max,176.0,15876.0
tt1001520,2024-05-01,Mexico,Amazon,17.0,1843.0
tt1001520,2024-05-01,Mexico,HBO Max,297.0,30820.0
tt1001520,2024-06-01,Argentina,HBO Max,6.0,750.0
tt1001520,2024-06-01,Brazil,Amazon,156.0,9849.0
tt1001520,2024-06-01,Colombia,Amazon,8.0,904.0
tt1001520,2024-06-01,Colombia,HBO Max,82.0,8147.0
tt1001520,2024-06-01,Mexico,HBO Max,112.0,10312.0
tt1001520,2024-07-01,Argentina,HBO Max,2.0,251.0
tt1001520,2024-07-01,Brazil,Amazon,236.0,15122.0
tt1001520,2024-07-01,Colombia,HBO Max,4.0,535.0
tt1001520,2024-07-01,Mexico,HBO Max,82.0,9237.0
tt1001520,2024-08-01,Argentina,HBO Max,4.0,456.0
tt1001520,2024-08-01,Brazil,Amazon,112.0,9772.0
tt1001520,2024-08-01,Colombia,HBO Max,10.0,1114.0
tt1001520,2024-08-01,Mexico,HBO Max,8.0,927.0
tt1001520,2024-09-01,Colombia,HBO Max,4.0,541.0
tt1001520,2024-09-01,Mexico,Amazon,15.0,1601.0
tt1001520,2024-09-01,Mexico,HBO Max,17.0,1972.0
tt1001520,2024-10-01,Colombia,HBO Max,3.0,405.0
tt1001520,2024-10-01,Mexico,HBO Max,52.0,6038.0
tt1001520,2024-11-01,Argentina,HBO Max,6.0,750.0
tt1001520,2024-11-01,Brazil,Amazon,27.0,1926.0
tt1001520,2024-11-01,Colombia,HBO Max,7.0,691.0
tt1001520,2024-11-01,Mexico,HBO Max,121.0,4483.0
tt1001520,2024-12-01,Brazil,Amazon,44.0,1633.0
tt1001520,2024-12-01,Colombia,HBO Max,28.0,2871.0
tt1001520,2024-12-01,Mexico,HBO Max,170.0,15802.0
tt1001520,2025-01-01,Argentina,HBO Max,10.0,1136.0
tt1001520,2025-01-01,Brazil,Amazon,72.0,6642.0
tt1001520,2025-01-01,Colombia,HBO Max,39.0,2548.0
tt1001520,2025-01-01,Mexico,HBO Max,75.0,965.0
tt1001520,2025-02-01,Brazil,Amazon,40.0,4302.0
tt1001520,2025-02-01,Colombia,HBO Max,5.0,485.0
tt1001520,2025-02-01,Mexico,HBO Max,76.0,772.0
tt1001520,2025-03-01,Brazil,Amazon,153.0,8961.0
tt1001520,2025-03-01,Colombia,HBO Max,2.0,51.0
tt1001520,2025-03-01,Mexico,HBO Max,12.0,1531.0
tt1001520,2025-04-01,Mexico,Amazon,37.0,4071.0
tt1001520,2025-06-01,Brazil,Netflix,2661.0,199501.0
tt1001520,2025-07-01,Brazil,Netflix,185.0,17525.0
tt1001520,2025-07-01,Colombia,Amazon,107.0,12402.0
tt1001520,2025-07-01,Mexico,Amazon,954.0,104673.0
tt1001520,2025-08-01,Brazil,Netflix,76.0,6478.0
tt1001520,2025-08-01,Colombia,Amazon,4.0,518.0
tt1001520,2025-08-01,Mexico,Amazon,1250.0,131767.0
tt1001520,2025-09-01,Brazil,Netflix,76.0,5330.0
tt1001520,2025-09-01,Colombia,Amazon,52.0,5963.0
tt1001520,2025-09-01,Mexico,Amazon,115.0,537.0
tt1001520,2025-10-01,Brazil,Netflix,62.0,3799.0
tt1001520,2025-10-01,Mexico,Amazon,67.0,7414.0
tt1001520,2025-11-01,Brazil,Netflix,137.0,14843.0
tt1001520,2025-12-01,Argentina,Netflix,235.0,19173.0
tt1001520,2025-12-01,Brazil,Netflix,17.0,2030.0
tt1001520,2025-12-01,Colombia,Netflix,170.0,13981.0
tt1001520,2025-12-01,Mexico,Amazon,1.0,138.0
tt1001520,2025-12-01,Mexico,Netflix,297.0,6845.0
tt1001520,2026-01-01,Argentina,Netflix,450.0,31080.0
tt1001520,2026-01-01,Colombia,Netflix,769.0,60199.0
tt1001520,2026-01-01,Mexico,Netflix,1324.0,112781.0
tt1001520,2026-02-01,Argentina,Netflix,42.0,4863.0
tt1001520,2026-02-01,Colombia,Netflix,16.0,2075.0
tt1001520,2026-02-01,Mexico,Netflix,74.0,4165.0
tt1001520,2026-03-01,Argentina,Netflix,21.0,1651.0
tt1001520,2026-03-01,Colombia,Netflix,28.0,2626.0
tt1001520,2026-03-01,Mexico,Netflix,54.0,2873.0
tt1001520,2026-04-01,Argentina,Netflix,12.0,1.0
tt1001520,2026-04-01,Colombia,Netflix,38.0,2224.0
tt1001520,2026-04-01,Mexico,Netflix,27.0,2404.0
tt1001520,2026-05-01,Colombia,Netflix,24.0,1904.0
tt1001520,2026-05-01,Mexico,Netflix,20.0,1962.0
tt1001520,2026-06-01,Argentina,Netflix,49.0,4307.0
tt1001520,2026-06-01,Colombia,Netflix,42.0,4783.0
tt1001520,2026-06-01,Mexico,Netflix,115.0,10947.0
tt10078772,2025-08-01,Brazil,Amazon,3229.0,223934.0
tt10078772,2025-08-01,Colombia,Amazon,1066.0,59025.0
tt10078772,2025-08-01,Mexico,Amazon,3292.0,185460.0
tt10078772,2025-09-01,Brazil,Amazon,48.0,2907.0
tt10078772,2025-09-01,Colombia,Amazon,70.0,221.0
tt10078772,2025-09-01,Mexico,Amazon,92.0,8020.0
tt10078772,2025-10-01,Brazil,Amazon,4.0,138.0
tt10078772,2025-10-01,Mexico,Amazon,132.0,11784.0
tt10078772,2025-11-01,Mexico,Amazon,67.0,6238.0
tt10078772,2025-12-01,Brazil,Amazon,2.0,207.0
tt10078772,2025-12-01,Mexico,Amazon,4.0,410.0
tt10078772,2026-01-01,Brazil,Amazon,38.0,3285.0
tt10078772,2026-01-01,Colombia,Amazon,17.0,1556.0
tt10078772,2026-01-01,Mexico,Amazon,48.0,3538.0
tt10078772,2026-02-01,Argentina,Amazon,7.0,711.0
tt10078772,2026-02-01,Colombia,Amazon,5.0,460.0
tt10078772,2026-03-01,Colombia,Amazon,7.0,92.0
tt10078772,2026-03-01,Mexico,Amazon,6.0,543.0
tt10078772,2026-04-01,Argentina,Amazon,8.0,777.0
tt10078772,2026-04-01,Brazil,Amazon,47.0,3082.0
tt10078772,2026-04-01,Colombia,Amazon,37.0,2352.0
tt10078772,2026-04-01,Mexico,Amazon,83.0,3819.0
tt10078772,2026-05-01,Brazil,Amazon,25.0,1639.0
tt10078772,2026-05-01,Colombia,Amazon,19.0,349.0
tt10078772,2026-05-01,Mexico,Amazon,8.0,157.0
tt10078772,2026-06-01,Brazil,Amazon,113.0,9257.0
tt10078772,2026-06-01,Colombia,Amazon,16.0,1293.0
tt10092698,2024-02-01,Argentina,Amazon,87.0,5679.0
tt10092698,2024-02-01,Brazil,Amazon,118.0,8751.0
tt10092698,2024-02-01,Colombia,Amazon,51.0,2271.0
tt10092698,2024-02-01,Mexico,Amazon,36.0,2736.0
tt10092698,2024-03-01,Argentina,Amazon,70.0,4215.0
tt10092698,2024-03-01,Brazil,Amazon,49.0,3651.0
tt10092698,2024-03-01,Colombia,Amazon,51.0,3959.0
tt10092698,2024-03-01,Mexico,Amazon,52.0,3985.0
tt10092698,2024-04-01,Argentina,Amazon,11.0,849.0
tt10092698,2024-04-01,Brazil,Amazon,0.0,0.0
tt10092698,2024-04-01,Colombia,Amazon,0.0,0.0
tt10092698,2024-04-01,Mexico,Amazon,11.0,381.0
tt10092698,2024-05-01,Argentina,Amazon,0.0,0.0
tt10092698,2024-05-01,Colombia,Amazon,0.0,0.0
tt10092698,2024-05-01,Mexico,Amazon,37.0,2686.0
tt10092698,2024-06-01,Argentina,Amazon,0.0,0.0
tt10092698,2024-06-01,Brazil,Amazon,27.0,0.0
tt10092698,2024-06-01,Colombia,Amazon,10.0,721.0
tt10092698,2024-06-01,Mexico,Amazon,32.0,2363.0
tt10092698,2024-08-01,Brazil,Amazon,8.0,668.0
tt10092698,2024-10-01,Brazil,Amazon,10.0,728.0
tt10092698,2024-10-01,Colombia,Amazon,10.0,783.0
tt10092698,2024-11-01,Mexico,Amazon,6.0,469.0
tt10092698,2024-12-01,Brazil,Amazon,16.0,1299.0
tt10092698,2024-12-01,Colombia,Amazon,21.0,1537.0
tt10092698,2025-01-01,Brazil,Amazon,11.0,0.0
tt10098448,2023-09-01,Brazil,HBO Max,24.0,2286.0
tt10098448,2023-09-01,Mexico,HBO Max,13.0,1555.0
tt10098448,2023-10-01,Argentina,HBO Max,14.0,1698.0
tt10098448,2023-10-01,Brazil,HBO Max,278.0,21845.0
tt10098448,2023-10-01,Colombia,HBO Max,26.0,2745.0
tt10098448,2023-10-01,Mexico,HBO Max,38.0,4604.0
tt10098448,2023-11-01,Brazil,HBO Max,80.0,9582.0
